id,value,location,sample date,measure
2564422,17.46,Boonsri,12-Nov-14,Magnesium
2564424,33.81,Boonsri,12-Nov-14,Sulphates
2578650,9.78,Chai,12-Nov-14,Dissolved oxygen
2578652,0.0131,Chai,12-Nov-14,Nitrites
2578653,1.7981,Chai,12-Nov-14,Nitrates
2578655,0.0453,Chai,12-Nov-14,Orthophosphate-phosphorus
2578657,2.29,Chai,12-Nov-14,Dissolved silicates
2579644,10.03,Chai,12-Nov-14,Dissolved oxygen
2579646,0.01,Chai,12-Nov-14,Nitrites
2579647,1.7881,Chai,12-Nov-14,Nitrates
2579649,0.043,Chai,12-Nov-14,Orthophosphate-phosphorus
2579651,2.26,Chai,12-Nov-14,Dissolved silicates
2580641,10.01,Chai,12-Nov-14,Dissolved oxygen
2580643,0.01,Chai,12-Nov-14,Nitrites
2580644,1.8381,Chai,12-Nov-14,Nitrates
2580646,0.0476,Chai,12-Nov-14,Orthophosphate-phosphorus
2580648,2.26,Chai,12-Nov-14,Dissolved silicates
2565430,11.25,Somchair,13-Nov-14,Dissolved oxygen
2565432,0.0179,Somchair,13-Nov-14,Nitrites
2565433,1.5384,Somchair,13-Nov-14,Nitrates
2565435,0.09,Somchair,13-Nov-14,Orthophosphate-phosphorus
2566437,10.9,Busarakhan,13-Nov-14,Dissolved oxygen
2566439,0.0201,Busarakhan,13-Nov-14,Nitrites
2566440,1.7382,Busarakhan,13-Nov-14,Nitrates
2566442,0.0923,Busarakhan,13-Nov-14,Orthophosphate-phosphorus
2566444,1.71,Busarakhan,13-Nov-14,Dissolved silicates
902871,0.304,Chai,15-Nov-14,Methylosmoline
904006,0.286,Chai,15-Nov-14,Methylosmoline
905129,0.313,Chai,15-Nov-14,Methylosmoline
906029,0.278,Somchair,17-Nov-14,Methylosmoline
906620,0.3,Busarakhan,17-Nov-14,Methylosmoline
2562191,11.14,Boonsri,19-Nov-14,Dissolved oxygen
2562192,80.9,Boonsri,19-Nov-14,Oxygen saturation
2562194,154.4,Boonsri,19-Nov-14,Total hardness
2562198,240,Boonsri,19-Nov-14,Total dissolved salts
2562200,0.0111,Boonsri,19-Nov-14,Nitrites
2562201,1.5017,Boonsri,19-Nov-14,Nitrates
2562203,0.097,Boonsri,19-Nov-14,Orthophosphate-phosphorus
2562205,5.6,Boonsri,19-Nov-14,Dissolved silicates
2562206,16,Boonsri,19-Nov-14,Sodium
2562207,2,Boonsri,19-Nov-14,Potassium
2562209,13.58,Boonsri,19-Nov-14,Magnesium
2562211,33.81,Boonsri,19-Nov-14,Sulphates
2562220,0,Boonsri,19-Nov-14,"p,p-DDT"
2562221,0,Boonsri,19-Nov-14,gamma-Hexachlorocyclohexane
2567044,13.8,Decha,20-Nov-14,Dissolved oxygen
2567046,307.85,Decha,20-Nov-14,Total hardness
2567050,444,Decha,20-Nov-14,Total dissolved salts
2567052,0.036,Decha,20-Nov-14,Nitrites
2567053,1.131,Decha,20-Nov-14,Nitrates
2567055,0.019,Decha,20-Nov-14,Orthophosphate-phosphorus
2567057,3.709,Decha,20-Nov-14,Dissolved silicates
2567058,80.7,Decha,20-Nov-14,Sodium
2567059,4.48,Decha,20-Nov-14,Potassium
2567061,29.36,Decha,20-Nov-14,Magnesium
2567063,35,Decha,20-Nov-14,Sulphates
2567064,0.656,Decha,20-Nov-14,Iron
2567066,4.962,Decha,20-Nov-14,Manganese
2567067,4.333,Decha,20-Nov-14,Manganese
2567068,225.38,Decha,20-Nov-14,Zinc
2567070,4.3,Decha,20-Nov-14,Copper
2567074,1.15,Decha,20-Nov-14,Lead
2567077,0.02,Decha,20-Nov-14,Mercury
2567079,6.69,Decha,20-Nov-14,Nickel
2567086,0.2,Decha,20-Nov-14,Petroleum hydrocarbons
2567088,0,Decha,20-Nov-14,"p,p-DDT"
2567089,0,Decha,20-Nov-14,gamma-Hexachlorocyclohexane
2578671,10.52,Chai,20-Nov-14,Dissolved oxygen
2578673,0.0149,Chai,20-Nov-14,Nitrites
2578674,1.7081,Chai,20-Nov-14,Nitrates
2578676,0.0561,Chai,20-Nov-14,Orthophosphate-phosphorus
2578678,2.66,Chai,20-Nov-14,Dissolved silicates
2579665,10.3,Chai,20-Nov-14,Dissolved oxygen
2579667,0.014,Chai,20-Nov-14,Nitrites
2579668,1.6783,Chai,20-Nov-14,Nitrates
2579670,0.0561,Chai,20-Nov-14,Orthophosphate-phosphorus
2579672,2.74,Chai,20-Nov-14,Dissolved silicates
2580662,10.63,Chai,20-Nov-14,Dissolved oxygen
2580664,0.0161,Chai,20-Nov-14,Nitrites
2580665,1.7382,Chai,20-Nov-14,Nitrates
2580667,0.0541,Chai,20-Nov-14,Orthophosphate-phosphorus
2580669,2.99,Chai,20-Nov-14,Dissolved silicates
2565450,11.5,Somchair,21-Nov-14,Dissolved oxygen
2565452,0.0271,Somchair,21-Nov-14,Nitrites
2565453,1.87806,Somchair,21-Nov-14,Nitrates
2565455,0.0365,Somchair,21-Nov-14,Orthophosphate-phosphorus
2566458,11.1,Busarakhan,21-Nov-14,Dissolved oxygen
2566460,0.0131,Busarakhan,21-Nov-14,Nitrites
2566461,1.6982,Busarakhan,21-Nov-14,Nitrates
2566463,0.0561,Busarakhan,21-Nov-14,Orthophosphate-phosphorus
2566465,1.57,Busarakhan,21-Nov-14,Dissolved silicates
2567507,10.7,Achara,21-Nov-14,Dissolved oxygen
2567508,94,Achara,21-Nov-14,Oxygen saturation
2567513,0.07,Achara,21-Nov-14,Nitrites
2567514,2.04,Achara,21-Nov-14,Nitrates
2567516,0.026,Achara,21-Nov-14,Orthophosphate-phosphorus
2567518,1.2,Achara,21-Nov-14,Dissolved silicates
2567520,8.8,Achara,21-Nov-14,Magnesium
2567527,0.055,Achara,21-Nov-14,Mercury
2567535,0,Achara,21-Nov-14,"p,p-DDT"
2567536,0,Achara,21-Nov-14,gamma-Hexachlorocyclohexane
2576216,10.38,Tansanee,22-Nov-14,Dissolved oxygen
2576217,81.06,Tansanee,22-Nov-14,Oxygen saturation
2576219,257.371,Tansanee,22-Nov-14,Total hardness
2576223,1007,Tansanee,22-Nov-14,Total dissolved salts
2576225,0.219,Tansanee,22-Nov-14,Nitrites
2576226,2.648,Tansanee,22-Nov-14,Nitrates
2576228,0.305,Tansanee,22-Nov-14,Orthophosphate-phosphorus
2576231,19.26,Tansanee,22-Nov-14,Magnesium
2576233,110.284,Tansanee,22-Nov-14,Sulphates
2576235,0.043,Tansanee,22-Nov-14,Manganese
2576240,3.82,Tansanee,22-Nov-14,Dissolved organic carbon
2576242,0.125,Tansanee,22-Nov-14,Petroleum hydrocarbons
2627765,8.93,Kohsoom,26-Nov-14,Dissolved oxygen
2627766,81.77,Kohsoom,26-Nov-14,Oxygen saturation
2627768,263.984,Kohsoom,26-Nov-14,Total hardness
2627772,421,Kohsoom,26-Nov-14,Total dissolved salts
2627774,0.201,Kohsoom,26-Nov-14,Nitrites
2627775,0.849,Kohsoom,26-Nov-14,Nitrates
2627777,0.53,Kohsoom,26-Nov-14,Orthophosphate-phosphorus
2627779,32.6,Kohsoom,26-Nov-14,Sodium
2627780,4.3,Kohsoom,26-Nov-14,Potassium
2627782,17.04,Kohsoom,26-Nov-14,Magnesium
2627784,69.708,Kohsoom,26-Nov-14,Sulphates
2627785,10,Kohsoom,26-Nov-14,Zinc
2627787,2.8,Kohsoom,26-Nov-14,Copper
2627791,0.62,Kohsoom,26-Nov-14,Lead
2627795,4.2,Kohsoom,26-Nov-14,Nickel
2627806,0,Kohsoom,26-Nov-14,"p,p-DDT"
2627807,0,Kohsoom,26-Nov-14,gamma-Hexachlorocyclohexane
2562233,8.42,Boonsri,27-Nov-14,Dissolved oxygen
2562234,74.31,Boonsri,27-Nov-14,Oxygen saturation
2562236,158.33,Boonsri,27-Nov-14,Total hardness
2562240,255,Boonsri,27-Nov-14,Total dissolved salts
2562242,0.0096,Boonsri,27-Nov-14,Nitrites
2562243,0.9975,Boonsri,27-Nov-14,Nitrates
2562245,0.101,Boonsri,27-Nov-14,Orthophosphate-phosphorus
2562247,3.2,Boonsri,27-Nov-14,Dissolved silicates
2562248,23,Boonsri,27-Nov-14,Sodium
2562249,2,Boonsri,27-Nov-14,Potassium
2562251,13.58,Boonsri,27-Nov-14,Magnesium
2562253,36.62,Boonsri,27-Nov-14,Sulphates
2562254,44.2,Boonsri,27-Nov-14,Zinc
2562256,1.945,Boonsri,27-Nov-14,Copper
2562260,2.151,Boonsri,27-Nov-14,Lead
2562264,0,Boonsri,27-Nov-14,Mercury
2562266,2,Boonsri,27-Nov-14,Nickel
2563355,8.82,Boonsri,27-Nov-14,Dissolved oxygen
2563356,77.84,Boonsri,27-Nov-14,Oxygen saturation
2563358,150.48,Boonsri,27-Nov-14,Total hardness
2563362,251,Boonsri,27-Nov-14,Total dissolved salts
2563364,0.0123,Boonsri,27-Nov-14,Nitrites
2563365,0.9528,Boonsri,27-Nov-14,Nitrates
2563367,0.093,Boonsri,27-Nov-14,Orthophosphate-phosphorus
2563369,3.1,Boonsri,27-Nov-14,Dissolved silicates
2563370,22,Boonsri,27-Nov-14,Sodium
2563371,3,Boonsri,27-Nov-14,Potassium
2563373,12.61,Boonsri,27-Nov-14,Magnesium
2563375,37.07,Boonsri,27-Nov-14,Sulphates
2563376,46.5,Boonsri,27-Nov-14,Zinc
2563378,3.125,Boonsri,27-Nov-14,Copper
2563382,2.102,Boonsri,27-Nov-14,Lead
2563386,0,Boonsri,27-Nov-14,Mercury
2563388,2,Boonsri,27-Nov-14,Nickel
2563398,0,Boonsri,27-Nov-14,"p,p-DDT"
2563399,0,Boonsri,27-Nov-14,gamma-Hexachlorocyclohexane
2564449,8.8,Boonsri,27-Nov-14,Dissolved oxygen
2564450,73.96,Boonsri,27-Nov-14,Oxygen saturation
2564452,154.4,Boonsri,27-Nov-14,Total hardness
2564456,250,Boonsri,27-Nov-14,Total dissolved salts
2564458,0.012,Boonsri,27-Nov-14,Nitrites
2564459,0.9754,Boonsri,27-Nov-14,Nitrates
2564461,0.109,Boonsri,27-Nov-14,Orthophosphate-phosphorus
2564463,3.3,Boonsri,27-Nov-14,Dissolved silicates
2564464,21,Boonsri,27-Nov-14,Sodium
2564465,3,Boonsri,27-Nov-14,Potassium
2564467,11.64,Boonsri,27-Nov-14,Magnesium
2564469,35.27,Boonsri,27-Nov-14,Sulphates
2564470,48.7,Boonsri,27-Nov-14,Zinc
2564472,4.101,Boonsri,27-Nov-14,Copper
2564476,2.213,Boonsri,27-Nov-14,Lead
2564480,0,Boonsri,27-Nov-14,Mercury
2564482,2,Boonsri,27-Nov-14,Nickel
2564493,0,Boonsri,27-Nov-14,"p,p-DDT"
2564494,0,Boonsri,27-Nov-14,gamma-Hexachlorocyclohexane
2567093,0.037,Decha,27-Nov-14,Nitrites
2567094,0.729,Decha,27-Nov-14,Nitrates
2567096,0.028,Decha,27-Nov-14,Orthophosphate-phosphorus
901721,0.266,Kohsoom,27-Nov-14,Methylosmoline
2578692,10.18,Chai,28-Nov-14,Dissolved oxygen
2578696,285,Chai,28-Nov-14,Total dissolved salts
2578698,0.0131,Chai,28-Nov-14,Nitrites
2578699,1.7282,Chai,28-Nov-14,Nitrates
2578701,0.0414,Chai,28-Nov-14,Orthophosphate-phosphorus
2578703,2.16,Chai,28-Nov-14,Dissolved silicates
2578705,11.6,Chai,28-Nov-14,Magnesium
2579686,10.12,Chai,28-Nov-14,Dissolved oxygen
2579690,289,Chai,28-Nov-14,Total dissolved salts
2579692,0.0119,Chai,28-Nov-14,Nitrites
2579693,1.7581,Chai,28-Nov-14,Nitrates
2579695,0.0515,Chai,28-Nov-14,Orthophosphate-phosphorus
2579697,2.21,Chai,28-Nov-14,Dissolved silicates
2579699,11.6,Chai,28-Nov-14,Magnesium
2580683,10.17,Chai,28-Nov-14,Dissolved oxygen
2580687,291,Chai,28-Nov-14,Total dissolved salts
2580689,0.0119,Chai,28-Nov-14,Nitrites
2580690,1.7581,Chai,28-Nov-14,Nitrates
2580692,0.0584,Chai,28-Nov-14,Orthophosphate-phosphorus
2580694,2.28,Chai,28-Nov-14,Dissolved silicates
2580696,11.6,Chai,28-Nov-14,Magnesium
890290,0.276,Boonsri,28-Nov-14,Methylosmoline
891725,0.296,Boonsri,28-Nov-14,Methylosmoline
893121,0.316,Boonsri,28-Nov-14,Methylosmoline
2576247,10.42,Tansanee,3-Dec-14,Dissolved oxygen
2576248,77.3,Tansanee,3-Dec-14,Oxygen saturation
2576250,245.065,Tansanee,3-Dec-14,Total hardness
2576254,898,Tansanee,3-Dec-14,Total dissolved salts
2576256,2.052,Tansanee,3-Dec-14,Nitrites
2576257,4.989,Tansanee,3-Dec-14,Nitrates
2576259,0.221,Tansanee,3-Dec-14,Orthophosphate-phosphorus
2576262,19.75,Tansanee,3-Dec-14,Magnesium
2576264,59.34,Tansanee,3-Dec-14,Sulphates
2576266,0,Tansanee,3-Dec-14,Manganese
2576271,2.88,Tansanee,3-Dec-14,Dissolved organic carbon
2562286,10.98,Boonsri,5-Dec-14,Dissolved oxygen
2562287,98.12,Boonsri,5-Dec-14,Oxygen saturation
2562289,182.04,Boonsri,5-Dec-14,Total hardness
2562293,252,Boonsri,5-Dec-14,Total dissolved salts
2562295,0.016,Boonsri,5-Dec-14,Nitrites
2562296,1.376,Boonsri,5-Dec-14,Nitrates
2562298,0.145,Boonsri,5-Dec-14,Orthophosphate-phosphorus
2562300,3.2,Boonsri,5-Dec-14,Dissolved silicates
2562301,18,Boonsri,5-Dec-14,Sodium
2562302,3,Boonsri,5-Dec-14,Potassium
2562304,16.49,Boonsri,5-Dec-14,Magnesium
2562306,22.02,Boonsri,5-Dec-14,Sulphates
2578723,10.85,Chai,5-Dec-14,Dissolved oxygen
2578725,0.0149,Chai,5-Dec-14,Nitrites
2578726,1.6482,Chai,5-Dec-14,Nitrates
2578728,0.0659,Chai,5-Dec-14,Orthophosphate-phosphorus
2578730,2.96,Chai,5-Dec-14,Dissolved silicates
2579717,10.95,Chai,5-Dec-14,Dissolved oxygen
2579719,0.01,Chai,5-Dec-14,Nitrites
2579720,1.6982,Chai,5-Dec-14,Nitrates
2579722,0.06194,Chai,5-Dec-14,Orthophosphate-phosphorus
2579724,2.93,Chai,5-Dec-14,Dissolved silicates
2580714,10.93,Chai,5-Dec-14,Dissolved oxygen
2580716,0.00912,Chai,5-Dec-14,Nitrites
2580717,1.6783,Chai,5-Dec-14,Nitrates
2580719,0.0531,Chai,5-Dec-14,Orthophosphate-phosphorus
2580721,2.9,Chai,5-Dec-14,Dissolved silicates
2565477,10.95,Somchair,6-Dec-14,Dissolved oxygen
2565481,582,Somchair,6-Dec-14,Total dissolved salts
2565483,0.02888,Somchair,6-Dec-14,Nitrites
2565484,1.9678,Somchair,6-Dec-14,Nitrates
2565486,0.0434,Somchair,6-Dec-14,Orthophosphate-phosphorus
2565489,11.6,Somchair,6-Dec-14,Magnesium
2565491,37.5,Somchair,6-Dec-14,Zinc
2565493,2.6,Somchair,6-Dec-14,Copper
2565497,2.9,Somchair,6-Dec-14,Lead
2565501,0.0347,Somchair,6-Dec-14,Mercury
2565503,1.9,Somchair,6-Dec-14,Nickel
2565511,0,Somchair,6-Dec-14,"p,p-DDT"
2565512,0,Somchair,6-Dec-14,gamma-Hexachlorocyclohexane
2566486,10.77,Busarakhan,6-Dec-14,Dissolved oxygen
2566488,239,Busarakhan,6-Dec-14,Total hardness
2566491,486,Busarakhan,6-Dec-14,Total dissolved salts
2566493,0.0109,Busarakhan,6-Dec-14,Nitrites
2566494,1.7881,Busarakhan,6-Dec-14,Nitrates
2566496,0.072,Busarakhan,6-Dec-14,Orthophosphate-phosphorus
2566498,1.48,Busarakhan,6-Dec-14,Dissolved silicates
2566500,7.1,Busarakhan,6-Dec-14,Magnesium
2566502,37.5,Busarakhan,6-Dec-14,Zinc
2566504,1.6,Busarakhan,6-Dec-14,Copper
2566508,2,Busarakhan,6-Dec-14,Lead
2566512,0.038,Busarakhan,6-Dec-14,Mercury
2566514,0,Busarakhan,6-Dec-14,Nickel
2566522,0,Busarakhan,6-Dec-14,"p,p-DDT"
2566523,0,Busarakhan,6-Dec-14,gamma-Hexachlorocyclohexane
2567100,12.4,Decha,10-Dec-14,Dissolved oxygen
2567104,0.081,Decha,10-Dec-14,Nitrites
2567105,0.717,Decha,10-Dec-14,Nitrates
2567107,0.02,Decha,10-Dec-14,Orthophosphate-phosphorus
2567109,2.423,Decha,10-Dec-14,Dissolved silicates
2567110,0.646,Decha,10-Dec-14,Iron
2567112,2.209,Decha,10-Dec-14,Manganese
2567113,1.491,Decha,10-Dec-14,Manganese
2567114,176.86,Decha,10-Dec-14,Zinc
2567115,4.63,Decha,10-Dec-14,Copper
2567118,1.36,Decha,10-Dec-14,Lead
2567121,0.02,Decha,10-Dec-14,Mercury
2567123,4.06,Decha,10-Dec-14,Nickel
2567130,0.2,Decha,10-Dec-14,Petroleum hydrocarbons
2576277,13.54,Tansanee,10-Dec-14,Dissolved oxygen
2576278,105.78,Tansanee,10-Dec-14,Oxygen saturation
2576280,220.101,Tansanee,10-Dec-14,Total hardness
2576284,914,Tansanee,10-Dec-14,Total dissolved salts
2576286,0.147,Tansanee,10-Dec-14,Nitrites
2576287,3.727,Tansanee,10-Dec-14,Nitrates
2576289,0.246,Tansanee,10-Dec-14,Orthophosphate-phosphorus
2576292,16.37,Tansanee,10-Dec-14,Magnesium
2576294,102.63,Tansanee,10-Dec-14,Sulphates
2576296,0.037,Tansanee,10-Dec-14,Manganese
2576301,3.59,Tansanee,10-Dec-14,Dissolved organic carbon
2578741,10.9,Chai,10-Dec-14,Dissolved oxygen
2578743,0.00912,Chai,10-Dec-14,Nitrites
2578744,1.6681,Chai,10-Dec-14,Nitrates
2578746,0.0593,Chai,10-Dec-14,Orthophosphate-phosphorus
2578748,2.85,Chai,10-Dec-14,Dissolved silicates
2578749,0.033,Chai,10-Dec-14,Mercury
2578754,0,Chai,10-Dec-14,"p,p-DDT"
2578755,0,Chai,10-Dec-14,gamma-Hexachlorocyclohexane
2579735,11.15,Chai,10-Dec-14,Dissolved oxygen
2579737,0.0119,Chai,10-Dec-14,Nitrites
2579738,1.6582,Chai,10-Dec-14,Nitrates
2579740,0.059,Chai,10-Dec-14,Orthophosphate-phosphorus
2579742,2.83,Chai,10-Dec-14,Dissolved silicates
2579743,0.0611,Chai,10-Dec-14,Mercury
2579748,0,Chai,10-Dec-14,"p,p-DDT"
2579749,0,Chai,10-Dec-14,gamma-Hexachlorocyclohexane
2580732,11.14,Chai,10-Dec-14,Dissolved oxygen
2580734,0.0131,Chai,10-Dec-14,Nitrites
2580735,1.6582,Chai,10-Dec-14,Nitrates
2580737,0.06,Chai,10-Dec-14,Orthophosphate-phosphorus
2580739,2.79,Chai,10-Dec-14,Dissolved silicates
2580740,0.0461,Chai,10-Dec-14,Mercury
2580745,0,Chai,10-Dec-14,"p,p-DDT"
2580746,0,Chai,10-Dec-14,gamma-Hexachlorocyclohexane
2562322,12.26,Boonsri,11-Dec-14,Dissolved oxygen
2562323,99.11,Boonsri,11-Dec-14,Oxygen saturation
2562325,130.69,Boonsri,11-Dec-14,Total hardness
2562329,249,Boonsri,11-Dec-14,Total dissolved salts
2562331,0.0141,Boonsri,11-Dec-14,Nitrites
2562332,1.271,Boonsri,11-Dec-14,Nitrates
2562334,0.128,Boonsri,11-Dec-14,Orthophosphate-phosphorus
2562336,2.9,Boonsri,11-Dec-14,Dissolved silicates
2562337,22,Boonsri,11-Dec-14,Sodium
2562338,3,Boonsri,11-Dec-14,Potassium
2562340,13.58,Boonsri,11-Dec-14,Magnesium
2562342,33.81,Boonsri,11-Dec-14,Sulphates
2562343,46.8,Boonsri,11-Dec-14,Zinc
2562345,3.472,Boonsri,11-Dec-14,Copper
2562349,1.895,Boonsri,11-Dec-14,Lead
2562353,0,Boonsri,11-Dec-14,Mercury
2562363,0,Boonsri,11-Dec-14,"p,p-DDT"
2562364,0,Boonsri,11-Dec-14,gamma-Hexachlorocyclohexane
2563417,11.97,Boonsri,11-Dec-14,Dissolved oxygen
2563418,96.76,Boonsri,11-Dec-14,Oxygen saturation
2563420,122.67,Boonsri,11-Dec-14,Total hardness
2563424,250,Boonsri,11-Dec-14,Total dissolved salts
2563426,0.0258,Boonsri,11-Dec-14,Nitrites
2563427,1.112,Boonsri,11-Dec-14,Nitrates
2563429,0.132,Boonsri,11-Dec-14,Orthophosphate-phosphorus
2563431,2.6,Boonsri,11-Dec-14,Dissolved silicates
2563432,23,Boonsri,11-Dec-14,Sodium
2563433,2,Boonsri,11-Dec-14,Potassium
2563435,13.58,Boonsri,11-Dec-14,Magnesium
2563437,37.06,Boonsri,11-Dec-14,Sulphates
2563438,47.3,Boonsri,11-Dec-14,Zinc
2563440,3.509,Boonsri,11-Dec-14,Copper
2563444,2.007,Boonsri,11-Dec-14,Lead
2563448,0,Boonsri,11-Dec-14,Mercury
2563458,0,Boonsri,11-Dec-14,"p,p-DDT"
2563459,0,Boonsri,11-Dec-14,gamma-Hexachlorocyclohexane
2564512,11.04,Boonsri,11-Dec-14,Dissolved oxygen
2564513,89.24,Boonsri,11-Dec-14,Oxygen saturation
2564515,138.53,Boonsri,11-Dec-14,Total hardness
2564519,254,Boonsri,11-Dec-14,Total dissolved salts
2564521,0.0105,Boonsri,11-Dec-14,Nitrites
2564522,1.139,Boonsri,11-Dec-14,Nitrates
2564524,0.098,Boonsri,11-Dec-14,Orthophosphate-phosphorus
2564526,2.4,Boonsri,11-Dec-14,Dissolved silicates
2564527,23,Boonsri,11-Dec-14,Sodium
2564528,2,Boonsri,11-Dec-14,Potassium
2564530,13.58,Boonsri,11-Dec-14,Magnesium
2564532,35.27,Boonsri,11-Dec-14,Sulphates
2564533,45.9,Boonsri,11-Dec-14,Zinc
2564535,3.567,Boonsri,11-Dec-14,Copper
2564539,1.802,Boonsri,11-Dec-14,Lead
2564543,0.017,Boonsri,11-Dec-14,Mercury
2564553,0,Boonsri,11-Dec-14,"p,p-DDT"
2564554,0,Boonsri,11-Dec-14,gamma-Hexachlorocyclohexane
2565521,10.12,Somchair,11-Dec-14,Dissolved oxygen
2565523,0.0192,Somchair,11-Dec-14,Nitrites
2565524,1.8979,Somchair,11-Dec-14,Nitrates
2565526,0.0398,Somchair,11-Dec-14,Orthophosphate-phosphorus
2566532,10.02,Busarakhan,11-Dec-14,Dissolved oxygen
2566534,0.0161,Busarakhan,11-Dec-14,Nitrites
2566535,1.8281,Busarakhan,11-Dec-14,Nitrates
2566537,0.07009,Busarakhan,11-Dec-14,Orthophosphate-phosphorus
2566539,1.45,Busarakhan,11-Dec-14,Dissolved silicates
2623263,11.69,Kannika,11-Dec-14,Dissolved oxygen
2623265,198,Kannika,11-Dec-14,Total hardness
2623269,262.4,Kannika,11-Dec-14,Total dissolved salts
2623271,0.01976,Kannika,11-Dec-14,Nitrites
2623272,1.2995,Kannika,11-Dec-14,Nitrates
2623274,0.05868,Kannika,11-Dec-14,Orthophosphate-phosphorus
2623277,15.07,Kannika,11-Dec-14,Magnesium
2623279,0.642,Kannika,11-Dec-14,Iron
2623281,0.038,Kannika,11-Dec-14,Manganese
2623282,0,Kannika,11-Dec-14,Manganese
2623283,37.5,Kannika,11-Dec-14,Zinc
2623285,19.22,Kannika,11-Dec-14,Copper
2623289,1.85,Kannika,11-Dec-14,Lead
2623293,0,Kannika,11-Dec-14,Mercury
2623294,0,Kannika,11-Dec-14,Nickel
2623301,0,Kannika,11-Dec-14,Petroleum hydrocarbons
2623303,0,Kannika,11-Dec-14,"p,p-DDT"
2623304,0,Kannika,11-Dec-14,gamma-Hexachlorocyclohexane
2623765,11.18,Kannika,11-Dec-14,Dissolved oxygen
2623767,196,Kannika,11-Dec-14,Total hardness
2623771,271.2,Kannika,11-Dec-14,Total dissolved salts
2623773,0.0179,Kannika,11-Dec-14,Nitrites
2623774,1.20006,Kannika,11-Dec-14,Nitrates
2623776,0.0548,Kannika,11-Dec-14,Orthophosphate-phosphorus
2623779,15.56,Kannika,11-Dec-14,Magnesium
2623781,0.365,Kannika,11-Dec-14,Iron
2623783,0,Kannika,11-Dec-14,Manganese
2623784,0,Kannika,11-Dec-14,Manganese
2623785,37.5,Kannika,11-Dec-14,Zinc
2623787,13.35,Kannika,11-Dec-14,Copper
2623791,0.75,Kannika,11-Dec-14,Lead
2623795,0,Kannika,11-Dec-14,Mercury
2623796,0,Kannika,11-Dec-14,Nickel
2623803,0,Kannika,11-Dec-14,Petroleum hydrocarbons
2623805,0,Kannika,11-Dec-14,"p,p-DDT"
2623806,0,Kannika,11-Dec-14,gamma-Hexachlorocyclohexane
2624269,11.48,Kannika,11-Dec-14,Dissolved oxygen
2624271,196,Kannika,11-Dec-14,Total hardness
2624275,265.2,Kannika,11-Dec-14,Total dissolved salts
2624277,0.0188,Kannika,11-Dec-14,Nitrites
2624278,1.2995,Kannika,11-Dec-14,Nitrates
2624280,0.0567,Kannika,11-Dec-14,Orthophosphate-phosphorus
2624283,15.07,Kannika,11-Dec-14,Magnesium
2624285,0.54,Kannika,11-Dec-14,Iron
2624287,0.035,Kannika,11-Dec-14,Manganese
2624288,0,Kannika,11-Dec-14,Manganese
2624289,37.5,Kannika,11-Dec-14,Zinc
2624291,10.64,Kannika,11-Dec-14,Copper
2624295,2.76,Kannika,11-Dec-14,Lead
2624299,0,Kannika,11-Dec-14,Mercury
2624300,0,Kannika,11-Dec-14,Nickel
2624307,0,Kannika,11-Dec-14,Petroleum hydrocarbons
2624309,0,Kannika,11-Dec-14,"p,p-DDT"
2624310,0,Kannika,11-Dec-14,gamma-Hexachlorocyclohexane
2624766,10.95,Sakda,11-Dec-14,Dissolved oxygen
2624768,194,Sakda,11-Dec-14,Total hardness
2624772,274.8,Sakda,11-Dec-14,Total dissolved salts
2624774,0.0188,Sakda,11-Dec-14,Nitrites
2624775,1.39894,Sakda,11-Dec-14,Nitrates
2624777,0.0267,Sakda,11-Dec-14,Orthophosphate-phosphorus
2624780,15.07,Sakda,11-Dec-14,Magnesium
2624782,0.251,Sakda,11-Dec-14,Iron
2624784,0,Sakda,11-Dec-14,Manganese
2624785,0,Sakda,11-Dec-14,Manganese
2624786,37.5,Sakda,11-Dec-14,Zinc
2624788,19.28,Sakda,11-Dec-14,Copper
2624792,1.78,Sakda,11-Dec-14,Lead
2624796,0,Sakda,11-Dec-14,Mercury
2624797,0,Sakda,11-Dec-14,Nickel
2624804,0,Sakda,11-Dec-14,Petroleum hydrocarbons
2624806,0,Sakda,11-Dec-14,"p,p-DDT"
2624807,0,Sakda,11-Dec-14,gamma-Hexachlorocyclohexane
2625263,11.38,Sakda,11-Dec-14,Dissolved oxygen
2625265,190,Sakda,11-Dec-14,Total hardness
2625269,259,Sakda,11-Dec-14,Total dissolved salts
2625271,0.017,Sakda,11-Dec-14,Nitrites
2625272,1.2995,Sakda,11-Dec-14,Nitrates
2625274,0.0218,Sakda,11-Dec-14,Orthophosphate-phosphorus
2625277,14.59,Sakda,11-Dec-14,Magnesium
2625279,0.514,Sakda,11-Dec-14,Iron
2625281,0,Sakda,11-Dec-14,Manganese
2625282,0,Sakda,11-Dec-14,Manganese
2625283,37.5,Sakda,11-Dec-14,Zinc
2625285,33.35,Sakda,11-Dec-14,Copper
2625289,2.36,Sakda,11-Dec-14,Lead
2625293,0,Sakda,11-Dec-14,Mercury
2625294,0,Sakda,11-Dec-14,Nickel
2625301,0,Sakda,11-Dec-14,Petroleum hydrocarbons
2625303,0,Sakda,11-Dec-14,"p,p-DDT"
2625304,0,Sakda,11-Dec-14,gamma-Hexachlorocyclohexane
2625760,10.89,Sakda,11-Dec-14,Dissolved oxygen
2625762,192,Sakda,11-Dec-14,Total hardness
2625766,251,Sakda,11-Dec-14,Total dissolved salts
