id,value,location,sample date,measure
2576210,0,Tansanee,7-Nov-14,Anionic active surfactants
2576211,0.125,Tansanee,7-Nov-14,Petroleum hydrocarbons
910935,1.163,Kannika,7-Nov-14,AGOC-3A
910937,0.343,Kannika,7-Nov-14,Methylosmoline
910938,0.245,Kannika,7-Nov-14,Chlorodinine
911852,0.256,Kannika,7-Nov-14,AGOC-3A
911854,0.317,Kannika,7-Nov-14,Methylosmoline
911855,0.244,Kannika,7-Nov-14,Chlorodinine
912758,0.284,Kannika,7-Nov-14,AGOC-3A
912760,0.259,Kannika,7-Nov-14,Methylosmoline
912761,0.22,Kannika,7-Nov-14,Chlorodinine
913713,0.323,Sakda,7-Nov-14,AGOC-3A
913715,0.329,Sakda,7-Nov-14,Methylosmoline
913716,0.246,Sakda,7-Nov-14,Chlorodinine
914678,2.875,Sakda,7-Nov-14,AGOC-3A
914680,0.302,Sakda,7-Nov-14,Methylosmoline
914681,0.263,Sakda,7-Nov-14,Chlorodinine
915632,0.363,Sakda,7-Nov-14,AGOC-3A
915634,0.259,Sakda,7-Nov-14,Methylosmoline
915635,0.218,Sakda,7-Nov-14,Chlorodinine
2562153,11,Boonsri,12-Nov-14,Water temperature
2562156,10.11,Boonsri,12-Nov-14,Dissolved oxygen
2562157,94.75,Boonsri,12-Nov-14,Oxygen saturation
2562159,174.19,Boonsri,12-Nov-14,Total hardness
2562160,179.34,Boonsri,12-Nov-14,Bicarbonates
2562163,258,Boonsri,12-Nov-14,Total dissolved salts
2562164,0.0675,Boonsri,12-Nov-14,Ammonium
2562165,0.0141,Boonsri,12-Nov-14,Nitrites
2562166,0.7241,Boonsri,12-Nov-14,Nitrates
2562167,1.28,Boonsri,12-Nov-14,Total nitrogen
2562168,0.123,Boonsri,12-Nov-14,Orthophosphate-phosphorus
2562169,0.162,Boonsri,12-Nov-14,Total phosphorus
2562170,3.7,Boonsri,12-Nov-14,Dissolved silicates
2562171,39.67,Boonsri,12-Nov-14,Calcium
2562172,18.43,Boonsri,12-Nov-14,Magnesium
2562173,17.02,Boonsri,12-Nov-14,Chlorides
2562174,35.95,Boonsri,12-Nov-14,Sulphates
2562176,1.75,Boonsri,12-Nov-14,Biochemical Oxygen
2562177,9.34,Boonsri,12-Nov-14,Chemical Oxygen Demand (Cr)
2562178,2.68,Boonsri,12-Nov-14,Chemical Oxygen Demand (Mn)
2562179,0.25,Boonsri,12-Nov-14,Anionic active surfactants
2563309,10.5,Boonsri,12-Nov-14,Water temperature
2563312,11.36,Boonsri,12-Nov-14,Dissolved oxygen
2563313,105.18,Boonsri,12-Nov-14,Oxygen saturation
2563315,166.35,Boonsri,12-Nov-14,Total hardness
2563316,178.12,Boonsri,12-Nov-14,Bicarbonates
2563319,250,Boonsri,12-Nov-14,Total dissolved salts
2563320,0.052,Boonsri,12-Nov-14,Ammonium
2563321,0.021,Boonsri,12-Nov-14,Nitrites
2563322,0.776,Boonsri,12-Nov-14,Nitrates
2563323,1.28,Boonsri,12-Nov-14,Total nitrogen
2563324,0.122,Boonsri,12-Nov-14,Orthophosphate-phosphorus
2563325,0.15,Boonsri,12-Nov-14,Total phosphorus
2563326,3.4,Boonsri,12-Nov-14,Dissolved silicates
2563327,34.91,Boonsri,12-Nov-14,Calcium
2563328,19.4,Boonsri,12-Nov-14,Magnesium
2563329,16.32,Boonsri,12-Nov-14,Chlorides
2563330,32.89,Boonsri,12-Nov-14,Sulphates
2563332,1.3,Boonsri,12-Nov-14,Biochemical Oxygen
2563333,9.04,Boonsri,12-Nov-14,Chemical Oxygen Demand (Cr)
2563334,2.4,Boonsri,12-Nov-14,Chemical Oxygen Demand (Mn)
2563335,0.198,Boonsri,12-Nov-14,Anionic active surfactants
2564403,10.5,Boonsri,12-Nov-14,Water temperature
2564406,11.14,Boonsri,12-Nov-14,Dissolved oxygen
2564407,103.14,Boonsri,12-Nov-14,Oxygen saturation
2564409,162.25,Boonsri,12-Nov-14,Total hardness
2564410,176.9,Boonsri,12-Nov-14,Bicarbonates
2564413,254,Boonsri,12-Nov-14,Total dissolved salts
2564414,0.08,Boonsri,12-Nov-14,Ammonium
2564415,0.0129,Boonsri,12-Nov-14,Nitrites
2564416,0.8725,Boonsri,12-Nov-14,Nitrates
2564417,1.45,Boonsri,12-Nov-14,Total nitrogen
2564418,0.144,Boonsri,12-Nov-14,Orthophosphate-phosphorus
2564419,0.17,Boonsri,12-Nov-14,Total phosphorus
2564420,3.1,Boonsri,12-Nov-14,Dissolved silicates
2564421,36.5,Boonsri,12-Nov-14,Calcium
2564422,17.46,Boonsri,12-Nov-14,Magnesium
2564423,15.98,Boonsri,12-Nov-14,Chlorides
2564424,33.81,Boonsri,12-Nov-14,Sulphates
2564426,1.45,Boonsri,12-Nov-14,Biochemical Oxygen
2564427,9.64,Boonsri,12-Nov-14,Chemical Oxygen Demand (Cr)
2564428,2.49,Boonsri,12-Nov-14,Chemical Oxygen Demand (Mn)
2564429,0.232,Boonsri,12-Nov-14,Anionic active surfactants
2578647,11.5,Chai,12-Nov-14,Water temperature
2578650,9.78,Chai,12-Nov-14,Dissolved oxygen
2578651,0.11154,Chai,12-Nov-14,Ammonium
2578652,0.0131,Chai,12-Nov-14,Nitrites
2578653,1.7981,Chai,12-Nov-14,Nitrates
2578654,1.93,Chai,12-Nov-14,Total nitrogen
2578655,0.0453,Chai,12-Nov-14,Orthophosphate-phosphorus
2578656,0.099,Chai,12-Nov-14,Total phosphorus
2578657,2.29,Chai,12-Nov-14,Dissolved silicates
2578659,0,Chai,12-Nov-14,Biochemical Oxygen
2579641,11.5,Chai,12-Nov-14,Water temperature
2579644,10.03,Chai,12-Nov-14,Dissolved oxygen
2579645,0,Chai,12-Nov-14,Ammonium
2579646,0.01,Chai,12-Nov-14,Nitrites
2579647,1.7881,Chai,12-Nov-14,Nitrates
2579648,1.85,Chai,12-Nov-14,Total nitrogen
2579649,0.043,Chai,12-Nov-14,Orthophosphate-phosphorus
2579650,0.088,Chai,12-Nov-14,Total phosphorus
2579651,2.26,Chai,12-Nov-14,Dissolved silicates
2579653,0,Chai,12-Nov-14,Biochemical Oxygen
2580638,11.6,Chai,12-Nov-14,Water temperature
2580641,10.01,Chai,12-Nov-14,Dissolved oxygen
2580642,0,Chai,12-Nov-14,Ammonium
2580643,0.01,Chai,12-Nov-14,Nitrites
2580644,1.8381,Chai,12-Nov-14,Nitrates
2580645,1.9,Chai,12-Nov-14,Total nitrogen
2580646,0.0476,Chai,12-Nov-14,Orthophosphate-phosphorus
2580647,0.089,Chai,12-Nov-14,Total phosphorus
2580648,2.26,Chai,12-Nov-14,Dissolved silicates
2580650,0,Chai,12-Nov-14,Biochemical Oxygen
2565427,10,Somchair,13-Nov-14,Water temperature
2565430,11.25,Somchair,13-Nov-14,Dissolved oxygen
2565431,0.09282,Somchair,13-Nov-14,Ammonium
2565432,0.0179,Somchair,13-Nov-14,Nitrites
2565433,1.5384,Somchair,13-Nov-14,Nitrates
2565434,1.79,Somchair,13-Nov-14,Total nitrogen
2565435,0.09,Somchair,13-Nov-14,Orthophosphate-phosphorus
2565436,0.109,Somchair,13-Nov-14,Total phosphorus
2565438,1.1,Somchair,13-Nov-14,Biochemical Oxygen
2566434,10,Busarakhan,13-Nov-14,Water temperature
2566437,10.9,Busarakhan,13-Nov-14,Dissolved oxygen
2566438,0.0468,Busarakhan,13-Nov-14,Ammonium
2566439,0.0201,Busarakhan,13-Nov-14,Nitrites
2566440,1.7382,Busarakhan,13-Nov-14,Nitrates
2566441,1.86,Busarakhan,13-Nov-14,Total nitrogen
2566442,0.0923,Busarakhan,13-Nov-14,Orthophosphate-phosphorus
2566443,0.174,Busarakhan,13-Nov-14,Total phosphorus
2566444,1.71,Busarakhan,13-Nov-14,Dissolved silicates
2566446,0,Busarakhan,13-Nov-14,Biochemical Oxygen
902869,0.338,Chai,15-Nov-14,AGOC-3A
902871,0.304,Chai,15-Nov-14,Methylosmoline
902872,0.285,Chai,15-Nov-14,Chlorodinine
904004,2.968,Chai,15-Nov-14,AGOC-3A
904006,0.286,Chai,15-Nov-14,Methylosmoline
904007,0.209,Chai,15-Nov-14,Chlorodinine
905127,0.263,Chai,15-Nov-14,AGOC-3A
905129,0.313,Chai,15-Nov-14,Methylosmoline
905130,0.247,Chai,15-Nov-14,Chlorodinine
906027,0.312,Somchair,17-Nov-14,AGOC-3A
906029,0.278,Somchair,17-Nov-14,Methylosmoline
906030,0.283,Somchair,17-Nov-14,Chlorodinine
906618,0.252,Busarakhan,17-Nov-14,AGOC-3A
906620,0.3,Busarakhan,17-Nov-14,Methylosmoline
906621,0.235,Busarakhan,17-Nov-14,Chlorodinine
2562188,9.5,Boonsri,19-Nov-14,Water temperature
2562191,11.14,Boonsri,19-Nov-14,Dissolved oxygen
2562192,80.9,Boonsri,19-Nov-14,Oxygen saturation
2562194,154.4,Boonsri,19-Nov-14,Total hardness
2562195,176.9,Boonsri,19-Nov-14,Bicarbonates
2562198,240,Boonsri,19-Nov-14,Total dissolved salts
2562199,0.0707,Boonsri,19-Nov-14,Ammonium
2562200,0.0111,Boonsri,19-Nov-14,Nitrites
2562201,1.5017,Boonsri,19-Nov-14,Nitrates
2562202,2.07,Boonsri,19-Nov-14,Total nitrogen
2562203,0.097,Boonsri,19-Nov-14,Orthophosphate-phosphorus
2562204,0.123,Boonsri,19-Nov-14,Total phosphorus
2562205,5.6,Boonsri,19-Nov-14,Dissolved silicates
2562206,16,Boonsri,19-Nov-14,Sodium
2562207,2,Boonsri,19-Nov-14,Potassium
2562208,39.67,Boonsri,19-Nov-14,Calcium
2562209,13.58,Boonsri,19-Nov-14,Magnesium
2562210,19.45,Boonsri,19-Nov-14,Chlorides
2562211,33.81,Boonsri,19-Nov-14,Sulphates
2562213,1.65,Boonsri,19-Nov-14,Biochemical Oxygen
2562214,11.45,Boonsri,19-Nov-14,Chemical Oxygen Demand (Cr)
2562215,2.62,Boonsri,19-Nov-14,Chemical Oxygen Demand (Mn)
2562216,2.151,Boonsri,19-Nov-14,Total organic carbon
2562217,0.125,Boonsri,19-Nov-14,Anionic active surfactants
2562219,0,Boonsri,19-Nov-14,Atrazine
2562220,0,Boonsri,19-Nov-14,"p,p-DDT"
2562221,0,Boonsri,19-Nov-14,gamma-Hexachlorocyclohexane
2567041,4,Decha,20-Nov-14,Water temperature
2567044,13.8,Decha,20-Nov-14,Dissolved oxygen
2567046,307.85,Decha,20-Nov-14,Total hardness
2567047,178.2,Decha,20-Nov-14,Bicarbonates
2567050,444,Decha,20-Nov-14,Total dissolved salts
2567051,0.393,Decha,20-Nov-14,Ammonium
2567052,0.036,Decha,20-Nov-14,Nitrites
2567053,1.131,Decha,20-Nov-14,Nitrates
2567054,4,Decha,20-Nov-14,Total nitrogen
2567055,0.019,Decha,20-Nov-14,Orthophosphate-phosphorus
2567056,0.083,Decha,20-Nov-14,Total phosphorus
2567057,3.709,Decha,20-Nov-14,Dissolved silicates
2567058,80.7,Decha,20-Nov-14,Sodium
2567059,4.48,Decha,20-Nov-14,Potassium
2567060,74.77,Decha,20-Nov-14,Calcium
2567061,29.36,Decha,20-Nov-14,Magnesium
2567062,113.56,Decha,20-Nov-14,Chlorides
2567063,35,Decha,20-Nov-14,Sulphates
2567064,0.656,Decha,20-Nov-14,Iron
2567066,4.962,Decha,20-Nov-14,Manganese
2567067,4.333,Decha,20-Nov-14,Manganese
2567068,225.38,Decha,20-Nov-14,Zinc
2567070,4.3,Decha,20-Nov-14,Copper
2567072,0,Decha,20-Nov-14,Chromium
2567074,1.15,Decha,20-Nov-14,Lead
2567076,0.22,Decha,20-Nov-14,Cadmium
2567077,0.02,Decha,20-Nov-14,Mercury
2567079,6.69,Decha,20-Nov-14,Nickel
2567081,1.52,Decha,20-Nov-14,Arsenic
2567083,4.1,Decha,20-Nov-14,Biochemical Oxygen
2567084,31.1,Decha,20-Nov-14,Chemical Oxygen Demand (Cr)
2567085,5.3,Decha,20-Nov-14,Chemical Oxygen Demand (Mn)
2567086,0.2,Decha,20-Nov-14,Petroleum hydrocarbons
2567087,0,Decha,20-Nov-14,Atrazine
2567088,0,Decha,20-Nov-14,"p,p-DDT"
2567089,0,Decha,20-Nov-14,gamma-Hexachlorocyclohexane
2578668,10,Chai,20-Nov-14,Water temperature
2578671,10.52,Chai,20-Nov-14,Dissolved oxygen
2578672,0.04914,Chai,20-Nov-14,Ammonium
2578673,0.0149,Chai,20-Nov-14,Nitrites
2578674,1.7081,Chai,20-Nov-14,Nitrates
2578675,1.84,Chai,20-Nov-14,Total nitrogen
2578676,0.0561,Chai,20-Nov-14,Orthophosphate-phosphorus
2578677,0.064,Chai,20-Nov-14,Total phosphorus
2578678,2.66,Chai,20-Nov-14,Dissolved silicates
2578680,1.52,Chai,20-Nov-14,Biochemical Oxygen
2579662,10,Chai,20-Nov-14,Water temperature
2579665,10.3,Chai,20-Nov-14,Dissolved oxygen
2579666,0,Chai,20-Nov-14,Ammonium
2579667,0.014,Chai,20-Nov-14,Nitrites
2579668,1.6783,Chai,20-Nov-14,Nitrates
2579669,1.8,Chai,20-Nov-14,Total nitrogen
2579670,0.0561,Chai,20-Nov-14,Orthophosphate-phosphorus
2579671,0.062,Chai,20-Nov-14,Total phosphorus
2579672,2.74,Chai,20-Nov-14,Dissolved silicates
2579674,1.28,Chai,20-Nov-14,Biochemical Oxygen
2580659,10,Chai,20-Nov-14,Water temperature
2580662,10.63,Chai,20-Nov-14,Dissolved oxygen
2580663,0,Chai,20-Nov-14,Ammonium
2580664,0.0161,Chai,20-Nov-14,Nitrites
2580665,1.7382,Chai,20-Nov-14,Nitrates
2580666,1.82,Chai,20-Nov-14,Total nitrogen
2580667,0.0541,Chai,20-Nov-14,Orthophosphate-phosphorus
2580668,0.061,Chai,20-Nov-14,Total phosphorus
2580669,2.99,Chai,20-Nov-14,Dissolved silicates
2580671,1.18,Chai,20-Nov-14,Biochemical Oxygen
2565447,8,Somchair,21-Nov-14,Water temperature
2565450,11.5,Somchair,21-Nov-14,Dissolved oxygen
2565451,0.16068,Somchair,21-Nov-14,Ammonium
2565452,0.0271,Somchair,21-Nov-14,Nitrites
2565453,1.87806,Somchair,21-Nov-14,Nitrates
2565454,2.14,Somchair,21-Nov-14,Total nitrogen
2565455,0.0365,Somchair,21-Nov-14,Orthophosphate-phosphorus
2565456,0.051,Somchair,21-Nov-14,Total phosphorus
2565458,1.16,Somchair,21-Nov-14,Biochemical Oxygen
2566455,8,Busarakhan,21-Nov-14,Water temperature
2566458,11.1,Busarakhan,21-Nov-14,Dissolved oxygen
2566459,0.05928,Busarakhan,21-Nov-14,Ammonium
2566460,0.0131,Busarakhan,21-Nov-14,Nitrites
2566461,1.6982,Busarakhan,21-Nov-14,Nitrates
2566462,1.86,Busarakhan,21-Nov-14,Total nitrogen
2566463,0.0561,Busarakhan,21-Nov-14,Orthophosphate-phosphorus
2566464,0.074,Busarakhan,21-Nov-14,Total phosphorus
2566465,1.57,Busarakhan,21-Nov-14,Dissolved silicates
2566467,4.7,Busarakhan,21-Nov-14,Biochemical Oxygen
2567505,10,Achara,21-Nov-14,Water temperature
2567507,10.7,Achara,21-Nov-14,Dissolved oxygen
2567508,94,Achara,21-Nov-14,Oxygen saturation
2567512,0.15,Achara,21-Nov-14,Ammonium
2567513,0.07,Achara,21-Nov-14,Nitrites
2567514,2.04,Achara,21-Nov-14,Nitrates
2567515,2.33,Achara,21-Nov-14,Total nitrogen
2567516,0.026,Achara,21-Nov-14,Orthophosphate-phosphorus
2567517,0.037,Achara,21-Nov-14,Total phosphorus
2567518,1.2,Achara,21-Nov-14,Dissolved silicates
2567519,47.4,Achara,21-Nov-14,Calcium
2567520,8.8,Achara,21-Nov-14,Magnesium
2567521,15.9,Achara,21-Nov-14,Chlorides
2567527,0.055,Achara,21-Nov-14,Mercury
2567530,1,Achara,21-Nov-14,Biochemical Oxygen
2567531,13,Achara,21-Nov-14,Chemical Oxygen Demand (Cr)
2567532,1.3,Achara,21-Nov-14,Chemical Oxygen Demand (Mn)
2567533,2.33,Achara,21-Nov-14,Total organic carbon
2567534,0,Achara,21-Nov-14,Atrazine
2567535,0,Achara,21-Nov-14,"p,p-DDT"
2567536,0,Achara,21-Nov-14,gamma-Hexachlorocyclohexane
2576213,7,Tansanee,22-Nov-14,Water temperature
2576216,10.38,Tansanee,22-Nov-14,Dissolved oxygen
2576217,81.06,Tansanee,22-Nov-14,Oxygen saturation
2576219,257.371,Tansanee,22-Nov-14,Total hardness
2576220,286.11,Tansanee,22-Nov-14,Bicarbonates
2576223,1007,Tansanee,22-Nov-14,Total dissolved salts
2576224,14.869,Tansanee,22-Nov-14,Ammonium
2576225,0.219,Tansanee,22-Nov-14,Nitrites
2576226,2.648,Tansanee,22-Nov-14,Nitrates
2576227,22.52,Tansanee,22-Nov-14,Total nitrogen
2576228,0.305,Tansanee,22-Nov-14,Orthophosphate-phosphorus
2576229,0.365,Tansanee,22-Nov-14,Total phosphorus
2576230,115.08,Tansanee,22-Nov-14,Calcium
2576231,19.26,Tansanee,22-Nov-14,Magnesium
2576232,293.338,Tansanee,22-Nov-14,Chlorides
2576233,110.284,Tansanee,22-Nov-14,Sulphates
2576235,0.043,Tansanee,22-Nov-14,Manganese
2576236,5.4,Tansanee,22-Nov-14,Biochemical Oxygen
2576237,32.252,Tansanee,22-Nov-14,Chemical Oxygen Demand (Cr)
2576238,5.45,Tansanee,22-Nov-14,Chemical Oxygen Demand (Mn)
2576239,4.13,Tansanee,22-Nov-14,Total organic carbon
2576240,3.82,Tansanee,22-Nov-14,Dissolved organic carbon
2576241,0,Tansanee,22-Nov-14,Anionic active surfactants
2576242,0.125,Tansanee,22-Nov-14,Petroleum hydrocarbons
2627762,10,Kohsoom,26-Nov-14,Water temperature
2627765,8.93,Kohsoom,26-Nov-14,Dissolved oxygen
2627766,81.77,Kohsoom,26-Nov-14,Oxygen saturation
2627768,263.984,Kohsoom,26-Nov-14,Total hardness
2627769,275.05,Kohsoom,26-Nov-14,Bicarbonates
2627772,421,Kohsoom,26-Nov-14,Total dissolved salts
2627773,4.032,Kohsoom,26-Nov-14,Ammonium
2627774,0.201,Kohsoom,26-Nov-14,Nitrites
2627775,0.849,Kohsoom,26-Nov-14,Nitrates
2627776,7.296,Kohsoom,26-Nov-14,Total nitrogen
2627777,0.53,Kohsoom,26-Nov-14,Orthophosphate-phosphorus
2627778,0.548,Kohsoom,26-Nov-14,Total phosphorus
2627779,32.6,Kohsoom,26-Nov-14,Sodium
2627780,4.3,Kohsoom,26-Nov-14,Potassium
2627781,85.22,Kohsoom,26-Nov-14,Calcium
2627782,17.04,Kohsoom,26-Nov-14,Magnesium
2627783,53.801,Kohsoom,26-Nov-14,Chlorides
2627784,69.708,Kohsoom,26-Nov-14,Sulphates
2627785,10,Kohsoom,26-Nov-14,Zinc
2627787,2.8,Kohsoom,26-Nov-14,Copper
2627789,2.5,Kohsoom,26-Nov-14,Chromium
2627791,0.62,Kohsoom,26-Nov-14,Lead
2627793,0,Kohsoom,26-Nov-14,Cadmium
2627795,4.2,Kohsoom,26-Nov-14,Nickel
2627797,1,Kohsoom,26-Nov-14,Arsenic
2627799,5.76,Kohsoom,26-Nov-14,Biochemical Oxygen
2627800,31.26,Kohsoom,26-Nov-14,Chemical Oxygen Demand (Cr)
2627801,7.68,Kohsoom,26-Nov-14,Chemical Oxygen Demand (Mn)
2627802,7.609,Kohsoom,26-Nov-14,Total organic carbon
2627803,0.152,Kohsoom,26-Nov-14,Anionic active surfactants
2627805,0,Kohsoom,26-Nov-14,Atrazine
2627806,0,Kohsoom,26-Nov-14,"p,p-DDT"
2627807,0,Kohsoom,26-Nov-14,gamma-Hexachlorocyclohexane
2562230,8.5,Boonsri,27-Nov-14,Water temperature
2562233,8.42,Boonsri,27-Nov-14,Dissolved oxygen
2562234,74.31,Boonsri,27-Nov-14,Oxygen saturation
2562236,158.33,Boonsri,27-Nov-14,Total hardness
2562237,180.56,Boonsri,27-Nov-14,Bicarbonates
2562240,255,Boonsri,27-Nov-14,Total dissolved salts
2562241,0.0372,Boonsri,27-Nov-14,Ammonium
2562242,0.0096,Boonsri,27-Nov-14,Nitrites
2562243,0.9975,Boonsri,27-Nov-14,Nitrates
2562244,1.457,Boonsri,27-Nov-14,Total nitrogen
2562245,0.101,Boonsri,27-Nov-14,Orthophosphate-phosphorus
2562246,0.129,Boonsri,27-Nov-14,Total phosphorus
2562247,3.2,Boonsri,27-Nov-14,Dissolved silicates
2562248,23,Boonsri,27-Nov-14,Sodium
2562249,2,Boonsri,27-Nov-14,Potassium
2562250,41.26,Boonsri,27-Nov-14,Calcium
2562251,13.58,Boonsri,27-Nov-14,Magnesium
2562252,17.71,Boonsri,27-Nov-14,Chlorides
2562253,36.62,Boonsri,27-Nov-14,Sulphates
2562254,44.2,Boonsri,27-Nov-14,Zinc
2562256,1.945,Boonsri,27-Nov-14,Copper
2562258,1.381,Boonsri,27-Nov-14,Chromium
2562260,2.151,Boonsri,27-Nov-14,Lead
2562262,0,Boonsri,27-Nov-14,Cadmium
2562264,0,Boonsri,27-Nov-14,Mercury
2562266,2,Boonsri,27-Nov-14,Nickel
2562268,1.305,Boonsri,27-Nov-14,Arsenic
2562270,1.55,Boonsri,27-Nov-14,Biochemical Oxygen
2562271,9.64,Boonsri,27-Nov-14,Chemical Oxygen Demand (Cr)
2562272,2.3,Boonsri,27-Nov-14,Chemical Oxygen Demand (Mn)
2562273,0.116,Boonsri,27-Nov-14,Anionic active surfactants
2563352,8.5,Boonsri,27-Nov-14,Water temperature
2563355,8.82,Boonsri,27-Nov-14,Dissolved oxygen
2563356,77.84,Boonsri,27-Nov-14,Oxygen saturation
2563358,150.48,Boonsri,27-Nov-14,Total hardness
2563359,178.12,Boonsri,27-Nov-14,Bicarbonates
2563362,251,Boonsri,27-Nov-14,Total dissolved salts
2563363,0.0341,Boonsri,27-Nov-14,Ammonium
2563364,0.0123,Boonsri,27-Nov-14,Nitrites
2563365,0.9528,Boonsri,27-Nov-14,Nitrates
2563366,1.4,Boonsri,27-Nov-14,Total nitrogen
2563367,0.093,Boonsri,27-Nov-14,Orthophosphate-phosphorus
2563368,0.115,Boonsri,27-Nov-14,Total phosphorus
2563369,3.1,Boonsri,27-Nov-14,Dissolved silicates
2563370,22,Boonsri,27-Nov-14,Sodium
2563371,3,Boonsri,27-Nov-14,Potassium
2563372,39.67,Boonsri,27-Nov-14,Calcium
2563373,12.61,Boonsri,27-Nov-14,Magnesium
2563374,16.67,Boonsri,27-Nov-14,Chlorides
2563375,37.07,Boonsri,27-Nov-14,Sulphates
2563376,46.5,Boonsri,27-Nov-14,Zinc
2563378,3.125,Boonsri,27-Nov-14,Copper
2563380,0,Boonsri,27-Nov-14,Chromium
2563382,2.102,Boonsri,27-Nov-14,Lead
2563384,0,Boonsri,27-Nov-14,Cadmium
2563386,0,Boonsri,27-Nov-14,Mercury
2563388,2,Boonsri,27-Nov-14,Nickel
2563390,1.017,Boonsri,27-Nov-14,Arsenic
2563392,1.79,Boonsri,27-Nov-14,Biochemical Oxygen
2563393,9.34,Boonsri,27-Nov-14,Chemical Oxygen Demand (Cr)
2563394,2.72,Boonsri,27-Nov-14,Chemical Oxygen Demand (Mn)
2563395,0.107,Boonsri,27-Nov-14,Anionic active surfactants
2563397,0,Boonsri,27-Nov-14,Atrazine
2563398,0,Boonsri,27-Nov-14,"p,p-DDT"
2563399,0,Boonsri,27-Nov-14,gamma-Hexachlorocyclohexane
2564446,8.5,Boonsri,27-Nov-14,Water temperature
2564449,8.8,Boonsri,27-Nov-14,Dissolved oxygen
2564450,73.96,Boonsri,27-Nov-14,Oxygen saturation
2564452,154.4,Boonsri,27-Nov-14,Total hardness
2564453,176.9,Boonsri,27-Nov-14,Bicarbonates
2564456,250,Boonsri,27-Nov-14,Total dissolved salts
2564457,0.0505,Boonsri,27-Nov-14,Ammonium
2564458,0.012,Boonsri,27-Nov-14,Nitrites
2564459,0.9754,Boonsri,27-Nov-14,Nitrates
2564460,1.45,Boonsri,27-Nov-14,Total nitrogen
2564461,0.109,Boonsri,27-Nov-14,Orthophosphate-phosphorus
2564462,0.13,Boonsri,27-Nov-14,Total phosphorus
2564463,3.3,Boonsri,27-Nov-14,Dissolved silicates
2564464,21,Boonsri,27-Nov-14,Sodium
2564465,3,Boonsri,27-Nov-14,Potassium
2564466,42.85,Boonsri,27-Nov-14,Calcium
2564467,11.64,Boonsri,27-Nov-14,Magnesium
2564468,17.37,Boonsri,27-Nov-14,Chlorides
2564469,35.27,Boonsri,27-Nov-14,Sulphates
2564470,48.7,Boonsri,27-Nov-14,Zinc
2564472,4.101,Boonsri,27-Nov-14,Copper
2564474,1.153,Boonsri,27-Nov-14,Chromium
2564476,2.213,Boonsri,27-Nov-14,Lead
2564478,0,Boonsri,27-Nov-14,Cadmium
2564480,0,Boonsri,27-Nov-14,Mercury
2564482,2,Boonsri,27-Nov-14,Nickel
2564484,1.102,Boonsri,27-Nov-14,Arsenic
2564486,1.25,Boonsri,27-Nov-14,Biochemical Oxygen
2564487,9.94,Boonsri,27-Nov-14,Chemical Oxygen Demand (Cr)
2564488,2.2,Boonsri,27-Nov-14,Chemical Oxygen Demand (Mn)
2564489,2.415,Boonsri,27-Nov-14,Total organic carbon
2564490,0.12,Boonsri,27-Nov-14,Anionic active surfactants
2564492,0,Boonsri,27-Nov-14,Atrazine
2564493,0,Boonsri,27-Nov-14,"p,p-DDT"
2564494,0,Boonsri,27-Nov-14,gamma-Hexachlorocyclohexane
2567092,0.346,Decha,27-Nov-14,Ammonium
2567093,0.037,Decha,27-Nov-14,Nitrites
2567094,0.729,Decha,27-Nov-14,Nitrates
2567095,4,Decha,27-Nov-14,Total nitrogen
2567096,0.028,Decha,27-Nov-14,Orthophosphate-phosphorus
2567097,0.076,Decha,27-Nov-14,Total phosphorus
901719,0.349,Kohsoom,27-Nov-14,AGOC-3A
901721,0.266,Kohsoom,27-Nov-14,Methylosmoline
901722,0.22,Kohsoom,27-Nov-14,Chlorodinine
2578689,9.1,Chai,28-Nov-14,Water temperature
2578692,10.18,Chai,28-Nov-14,Dissolved oxygen
2578696,285,Chai,28-Nov-14,Total dissolved salts
2578697,0,Chai,28-Nov-14,Ammonium
2578698,0.0131,Chai,28-Nov-14,Nitrites
2578699,1.7282,Chai,28-Nov-14,Nitrates
2578700,1.87,Chai,28-Nov-14,Total nitrogen
2578701,0.0414,Chai,28-Nov-14,Orthophosphate-phosphorus
2578702,0.053,Chai,28-Nov-14,Total phosphorus
2578703,2.16,Chai,28-Nov-14,Dissolved silicates
2578704,50.4,Chai,28-Nov-14,Calcium
2578705,11.6,Chai,28-Nov-14,Magnesium
2578706,18.25,Chai,28-Nov-14,Chlorides
2579683,9,Chai,28-Nov-14,Water temperature
2579686,10.12,Chai,28-Nov-14,Dissolved oxygen
2579690,289,Chai,28-Nov-14,Total dissolved salts
2579691,0,Chai,28-Nov-14,Ammonium
2579692,0.0119,Chai,28-Nov-14,Nitrites
2579693,1.7581,Chai,28-Nov-14,Nitrates
2579694,1.88,Chai,28-Nov-14,Total nitrogen
2579695,0.0515,Chai,28-Nov-14,Orthophosphate-phosphorus
2579696,0.062,Chai,28-Nov-14,Total phosphorus
2579697,2.21,Chai,28-Nov-14,Dissolved silicates
2579698,50.4,Chai,28-Nov-14,Calcium
2579699,11.6,Chai,28-Nov-14,Magnesium
2579700,18.6,Chai,28-Nov-14,Chlorides
2580680,9,Chai,28-Nov-14,Water temperature
2580683,10.17,Chai,28-Nov-14,Dissolved oxygen
2580687,291,Chai,28-Nov-14,Total dissolved salts
2580688,0,Chai,28-Nov-14,Ammonium
2580689,0.0119,Chai,28-Nov-14,Nitrites
