value,location,sample date,measure
95.73,Sakda,1-Apr-16,Oxygen saturation
207.73,Sakda,1-Apr-16,Total hardness
195.2,Sakda,1-Apr-16,Bicarbonates
248.4,Sakda,1-Apr-16,Total dissolved salts
0.12,Sakda,1-Apr-16,Ammonium
0.017,Sakda,1-Apr-16,Nitrites
1.799,Sakda,1-Apr-16,Nitrates
2.32,Sakda,1-Apr-16,Total nitrogen
0.063,Sakda,1-Apr-16,Orthophosphate-phosphorus
0.11,Sakda,1-Apr-16,Total phosphorus
0.08,Sakda,1-Apr-16,Total dissolved phosphorus
60.92,Sakda,1-Apr-16,Calcium
13.62,Sakda,1-Apr-16,Magnesium
24.55,Sakda,1-Apr-16,Chlorides
43.77,Sakda,1-Apr-16,Sulphates
0,Sakda,1-Apr-16,Zinc
5.51,Sakda,1-Apr-16,Copper
0.58,Sakda,1-Apr-16,Chromium
0,Sakda,1-Apr-16,Lead
0,Sakda,1-Apr-16,Cadmium
0,Sakda,1-Apr-16,Mercury
1.29,Sakda,1-Apr-16,Nickel
2.1,Sakda,1-Apr-16,Arsenic
1.87,Sakda,1-Apr-16,Biochemical Oxygen
10.27,Sakda,1-Apr-16,Chemical Oxygen Demand (Cr)
3.9,Sakda,1-Apr-16,Chemical Oxygen Demand (Mn)
0,Sakda,1-Apr-16,Atrazine
0,Sakda,1-Apr-16,"p,p-DDT"
0,Sakda,1-Apr-16,gamma-Hexachlorocyclohexane
8,Tansanee,2-Apr-16,Water temperature
9.82,Tansanee,2-Apr-16,Dissolved oxygen
92.38,Tansanee,2-Apr-16,Oxygen saturation
308.308,Tansanee,2-Apr-16,Total hardness
268.33,Tansanee,2-Apr-16,Bicarbonates
788,Tansanee,2-Apr-16,Total dissolved salts
0.135,Tansanee,2-Apr-16,Ammonium
0.036,Tansanee,2-Apr-16,Nitrites
1.345,Tansanee,2-Apr-16,Nitrates
2.67,Tansanee,2-Apr-16,Total nitrogen
0.083,Tansanee,2-Apr-16,Orthophosphate-phosphorus
0.14,Tansanee,2-Apr-16,Total phosphorus
96.192,Tansanee,2-Apr-16,Calcium
16.538,Tansanee,2-Apr-16,Magnesium
194.86,Tansanee,2-Apr-16,Chlorides
117.66,Tansanee,2-Apr-16,Sulphates
1.5,Tansanee,2-Apr-16,Biochemical Oxygen
41.174,Tansanee,2-Apr-16,Chemical Oxygen Demand (Cr)
2.173,Tansanee,2-Apr-16,Chemical Oxygen Demand (Mn)
0,Tansanee,2-Apr-16,Anionic active surfactants
0.4621,Tansanee,2-Apr-16,Petroleum hydrocarbons
0,Tansanee,2-Apr-16,Atrazine
0,Tansanee,2-Apr-16,"p,p-DDT"
0,Tansanee,2-Apr-16,gamma-Hexachlorocyclohexane
12,Chai,2-Apr-16,Water temperature
12,Chai,3-Apr-16,Water temperature
12,Chai,4-Apr-16,Water temperature
12,Chai,5-Apr-16,Water temperature
12.4,Chai,6-Apr-16,Water temperature
12.4,Chai,7-Apr-16,Water temperature
11.2,Somchair,8-Apr-16,Water temperature
10.3,Somchair,8-Apr-16,Dissolved oxygen
238.35,Somchair,8-Apr-16,Total hardness
594,Somchair,8-Apr-16,Total dissolved salts
0.071,Somchair,8-Apr-16,Ammonium
0.023,Somchair,8-Apr-16,Nitrites
1.97,Somchair,8-Apr-16,Nitrates
2.3,Somchair,8-Apr-16,Total nitrogen
0.017,Somchair,8-Apr-16,Orthophosphate-phosphorus
0.052,Somchair,8-Apr-16,Total phosphorus
0.024,Somchair,8-Apr-16,Total dissolved phosphorus
44,Somchair,8-Apr-16,Calcium
31.4,Somchair,8-Apr-16,Magnesium
111.76,Somchair,8-Apr-16,Chlorides
66.47,Somchair,8-Apr-16,Sulphates
3.96,Somchair,8-Apr-16,Lead
0.5084,Somchair,8-Apr-16,Cadmium
0.024,Somchair,8-Apr-16,Mercury
0,Somchair,8-Apr-16,Nickel
2.3,Somchair,8-Apr-16,Biochemical Oxygen
25.79,Somchair,8-Apr-16,Chemical Oxygen Demand (Cr)
4,Somchair,8-Apr-16,Chemical Oxygen Demand (Mn)
0,Somchair,8-Apr-16,Anionic active surfactants
0.3293,Somchair,8-Apr-16,Petroleum hydrocarbons
0,Somchair,8-Apr-16,Atrazine
0,Somchair,8-Apr-16,"p,p-DDT"
0,Somchair,8-Apr-16,gamma-Hexachlorocyclohexane
12.5,Busarakhan,8-Apr-16,Water temperature
9.43,Busarakhan,8-Apr-16,Dissolved oxygen
336.52,Busarakhan,8-Apr-16,Total hardness
865,Busarakhan,8-Apr-16,Total dissolved salts
0.049,Busarakhan,8-Apr-16,Ammonium
0.014,Busarakhan,8-Apr-16,Nitrites
1.873,Busarakhan,8-Apr-16,Nitrates
2.14,Busarakhan,8-Apr-16,Total nitrogen
0.049,Busarakhan,8-Apr-16,Orthophosphate-phosphorus
0.093,Busarakhan,8-Apr-16,Total phosphorus
0.052,Busarakhan,8-Apr-16,Total dissolved phosphorus
46,Busarakhan,8-Apr-16,Calcium
53.6,Busarakhan,8-Apr-16,Magnesium
133.43,Busarakhan,8-Apr-16,Chlorides
121.68,Busarakhan,8-Apr-16,Sulphates
9.172,Busarakhan,8-Apr-16,Lead
0.9815,Busarakhan,8-Apr-16,Cadmium
0.071,Busarakhan,8-Apr-16,Mercury
2.209,Busarakhan,8-Apr-16,Nickel
1.8,Busarakhan,8-Apr-16,Arsenic
4.3,Busarakhan,8-Apr-16,Biochemical Oxygen
31.74,Busarakhan,8-Apr-16,Chemical Oxygen Demand (Cr)
0,Busarakhan,8-Apr-16,Anionic active surfactants
0.4334,Busarakhan,8-Apr-16,Petroleum hydrocarbons
0,Busarakhan,8-Apr-16,Atrazine
0,Busarakhan,8-Apr-16,"p,p-DDT"
0,Busarakhan,8-Apr-16,gamma-Hexachlorocyclohexane
12.8,Chai,8-Apr-16,Water temperature
0.076,Kannika,8-Apr-16,AGOC-3A
0.053,Kannika,8-Apr-16,Methylosmoline
0.014,Kannika,8-Apr-16,Chlorodinine
0.001,Kannika,8-Apr-16,AGOC-3A
0.034,Kannika,8-Apr-16,Methylosmoline
0.026,Kannika,8-Apr-16,Chlorodinine
0.037,Kannika,8-Apr-16,AGOC-3A
0.027,Kannika,8-Apr-16,Methylosmoline
0.031,Kannika,8-Apr-16,Chlorodinine
0.064,Sakda,8-Apr-16,AGOC-3A
0.064,Sakda,8-Apr-16,Methylosmoline
0.022,Sakda,8-Apr-16,Chlorodinine
0.058,Sakda,8-Apr-16,AGOC-3A
0.022,Sakda,8-Apr-16,Methylosmoline
0.031,Sakda,8-Apr-16,Chlorodinine
0.053,Sakda,8-Apr-16,AGOC-3A
0.065,Sakda,8-Apr-16,Methylosmoline
0.007,Sakda,8-Apr-16,Chlorodinine
13,Chai,9-Apr-16,Water temperature
13,Chai,10-Apr-16,Water temperature
9.99,Decha,11-Apr-16,Dissolved oxygen
84,Decha,11-Apr-16,Oxygen saturation
0.047,Decha,11-Apr-16,Ammonium
0.019,Decha,11-Apr-16,Nitrites
0.317,Decha,11-Apr-16,Nitrates
1.225,Decha,11-Apr-16,Total nitrogen
0.022,Decha,11-Apr-16,Orthophosphate-phosphorus
0.157,Decha,11-Apr-16,Total phosphorus
12.6,Chai,11-Apr-16,Water temperature
12.8,Chai,12-Apr-16,Water temperature
13,Chai,13-Apr-16,Water temperature
13,Chai,14-Apr-16,Water temperature
9.5,Boonsri,15-Apr-16,Water temperature
0.053,Boonsri,15-Apr-16,Ammonium
0.009,Boonsri,15-Apr-16,Nitrites
0.87,Boonsri,15-Apr-16,Nitrates
1.447,Boonsri,15-Apr-16,Total nitrogen
0.024,Boonsri,15-Apr-16,Orthophosphate-phosphorus
0.061,Boonsri,15-Apr-16,Total phosphorus
0.047,Boonsri,15-Apr-16,Total dissolved phosphorus
1.86,Boonsri,15-Apr-16,Biochemical Oxygen
10.4,Decha,15-Apr-16,Water temperature
10.9,Decha,15-Apr-16,Dissolved oxygen
97.94,Decha,15-Apr-16,Oxygen saturation
171.25,Decha,15-Apr-16,Total hardness
134.9,Decha,15-Apr-16,Bicarbonates
281,Decha,15-Apr-16,Total dissolved salts
0.052,Decha,15-Apr-16,Ammonium
0.024,Decha,15-Apr-16,Nitrites
0.36,Decha,15-Apr-16,Nitrates
1.244,Decha,15-Apr-16,Total nitrogen
0.024,Decha,15-Apr-16,Orthophosphate-phosphorus
0.222,Decha,15-Apr-16,Total phosphorus
74.12,Decha,15-Apr-16,Sodium
20.79,Decha,15-Apr-16,Potassium
51.78,Decha,15-Apr-16,Calcium
10.16,Decha,15-Apr-16,Magnesium
47.73,Decha,15-Apr-16,Chlorides
58.1,Decha,15-Apr-16,Sulphates
0.031,Decha,15-Apr-16,Mercury
2.8,Decha,15-Apr-16,Biochemical Oxygen
38.6,Decha,15-Apr-16,Chemical Oxygen Demand (Cr)
3.1,Decha,15-Apr-16,Chemical Oxygen Demand (Mn)
0,Decha,15-Apr-16,Anionic active surfactants
14.2,Chai,15-Apr-16,Water temperature
9.57,Chai,15-Apr-16,Dissolved oxygen
0,Chai,15-Apr-16,Ammonium
0.028,Chai,15-Apr-16,Nitrites
1.58,Chai,15-Apr-16,Nitrates
1.67,Chai,15-Apr-16,Total nitrogen
0.037,Chai,15-Apr-16,Orthophosphate-phosphorus
0.061,Chai,15-Apr-16,Total phosphorus
1.1,Chai,15-Apr-16,Biochemical Oxygen
14,Chai,15-Apr-16,Water temperature
9.74,Chai,15-Apr-16,Dissolved oxygen
0,Chai,15-Apr-16,Ammonium
0.014,Chai,15-Apr-16,Nitrites
1.61,Chai,15-Apr-16,Nitrates
1.74,Chai,15-Apr-16,Total nitrogen
0.04,Chai,15-Apr-16,Orthophosphate-phosphorus
0.068,Chai,15-Apr-16,Total phosphorus
1.17,Chai,15-Apr-16,Biochemical Oxygen
14.2,Chai,15-Apr-16,Water temperature
9.47,Chai,15-Apr-16,Dissolved oxygen
0.027,Chai,15-Apr-16,Ammonium
0.014,Chai,15-Apr-16,Nitrites
1.72,Chai,15-Apr-16,Nitrates
1.79,Chai,15-Apr-16,Total nitrogen
0.053,Chai,15-Apr-16,Orthophosphate-phosphorus
0.074,Chai,15-Apr-16,Total phosphorus
1.24,Chai,15-Apr-16,Biochemical Oxygen
13,Achara,16-Apr-16,Water temperature
9.9,Achara,16-Apr-16,Dissolved oxygen
94,Achara,16-Apr-16,Oxygen saturation
98.8,Achara,16-Apr-16,Total hardness
109.8,Achara,16-Apr-16,Bicarbonates
145,Achara,16-Apr-16,Total dissolved salts
0.14,Achara,16-Apr-16,Ammonium
0.028,Achara,16-Apr-16,Nitrites
0.87,Achara,16-Apr-16,Nitrates
1.14,Achara,16-Apr-16,Total nitrogen
0.068,Achara,16-Apr-16,Orthophosphate-phosphorus
0.12,Achara,16-Apr-16,Total phosphorus
2.3,Achara,16-Apr-16,Dissolved silicates
9,Achara,16-Apr-16,Sodium
2.6,Achara,16-Apr-16,Potassium
31.5,Achara,16-Apr-16,Calcium
4.9,Achara,16-Apr-16,Magnesium
9.3,Achara,16-Apr-16,Chlorides
21.8,Achara,16-Apr-16,Sulphates
0,Achara,16-Apr-16,Lead
0,Achara,16-Apr-16,Mercury
0,Achara,16-Apr-16,Nickel
2.8,Achara,16-Apr-16,Biochemical Oxygen
5,Achara,16-Apr-16,Chemical Oxygen Demand (Cr)
0,Achara,16-Apr-16,Anionic active surfactants
0,Achara,16-Apr-16,Petroleum hydrocarbons
0,Achara,16-Apr-16,Atrazine
0,Achara,16-Apr-16,"p,p-DDT"
0,Achara,16-Apr-16,gamma-Hexachlorocyclohexane
13,Chai,16-Apr-16,Water temperature
0.027,Chai,16-Apr-16,AGOC-3A
4.204,Chai,16-Apr-16,Methylosmoline
0.031,Chai,16-Apr-16,Chlorodinine
0.892,Chai,16-Apr-16,AGOC-3A
1.252,Chai,16-Apr-16,Methylosmoline
0.018,Chai,16-Apr-16,Chlorodinine
0.838,Chai,16-Apr-16,AGOC-3A
1.329,Chai,16-Apr-16,Methylosmoline
0.021,Chai,16-Apr-16,Chlorodinine
13.4,Chai,17-Apr-16,Water temperature
13.4,Chai,18-Apr-16,Water temperature
0.785,Somchair,18-Apr-16,AGOC-3A
130.541,Somchair,18-Apr-16,Methylosmoline
0.02,Somchair,18-Apr-16,Chlorodinine
2.723,Busarakhan,18-Apr-16,AGOC-3A
0.015,Busarakhan,18-Apr-16,Methylosmoline
0.011,Busarakhan,18-Apr-16,Chlorodinine
13.6,Chai,19-Apr-16,Water temperature
13.6,Chai,20-Apr-16,Water temperature
13.6,Chai,21-Apr-16,Water temperature
0.007,Kohsoom,21-Apr-16,AGOC-3A
55.755,Kohsoom,21-Apr-16,Methylosmoline
0.014,Kohsoom,21-Apr-16,Chlorodinine
13.6,Chai,22-Apr-16,Water temperature
0.06,Boonsri,22-Apr-16,AGOC-3A
0.004,Boonsri,22-Apr-16,Methylosmoline
0.026,Boonsri,22-Apr-16,Chlorodinine
0.057,Boonsri,22-Apr-16,AGOC-3A
0.035,Boonsri,22-Apr-16,Methylosmoline
0.011,Boonsri,22-Apr-16,Chlorodinine
0.026,Boonsri,22-Apr-16,AGOC-3A
0.029,Boonsri,22-Apr-16,Methylosmoline
0.01,Boonsri,22-Apr-16,Chlorodinine
13.6,Chai,23-Apr-16,Water temperature
13.8,Somchair,24-Apr-16,Water temperature
9.07,Somchair,24-Apr-16,Dissolved oxygen
0.056,Somchair,24-Apr-16,Ammonium
0.034,Somchair,24-Apr-16,Nitrites
2.18,Somchair,24-Apr-16,Nitrates
2.34,Somchair,24-Apr-16,Total nitrogen
0.074,Somchair,24-Apr-16,Orthophosphate-phosphorus
0.17,Somchair,24-Apr-16,Total phosphorus
0.156,Somchair,24-Apr-16,Total dissolved phosphorus
1.05,Somchair,24-Apr-16,Biochemical Oxygen
17.3,Busarakhan,24-Apr-16,Water temperature
7.37,Busarakhan,24-Apr-16,Dissolved oxygen
0.091,Busarakhan,24-Apr-16,Ammonium
0.02,Busarakhan,24-Apr-16,Nitrites
1.701,Busarakhan,24-Apr-16,Nitrates
1.94,Busarakhan,24-Apr-16,Total nitrogen
0.031,Busarakhan,24-Apr-16,Orthophosphate-phosphorus
0.111,Busarakhan,24-Apr-16,Total phosphorus
0.085,Busarakhan,24-Apr-16,Total dissolved phosphorus
3.87,Busarakhan,24-Apr-16,Biochemical Oxygen
13.8,Chai,24-Apr-16,Water temperature
14,Chai,25-Apr-16,Water temperature
13.8,Chai,26-Apr-16,Water temperature
14,Chai,27-Apr-16,Water temperature
15,Boonsri,28-Apr-16,Water temperature
8.6,Boonsri,28-Apr-16,Dissolved oxygen
88.11,Boonsri,28-Apr-16,Oxygen saturation
161.53,Boonsri,28-Apr-16,Total hardness
184.83,Boonsri,28-Apr-16,Bicarbonates
219,Boonsri,28-Apr-16,Total dissolved salts
0.042,Boonsri,28-Apr-16,Ammonium
0.012,Boonsri,28-Apr-16,Nitrites
0.74,Boonsri,28-Apr-16,Nitrates
1.03,Boonsri,28-Apr-16,Total nitrogen
0.025,Boonsri,28-Apr-16,Orthophosphate-phosphorus
0.135,Boonsri,28-Apr-16,Total phosphorus
0.039,Boonsri,28-Apr-16,Total dissolved phosphorus
14,Boonsri,28-Apr-16,Sodium
2,Boonsri,28-Apr-16,Potassium
45.8,Boonsri,28-Apr-16,Calcium
11.64,Boonsri,28-Apr-16,Magnesium
20.915,Boonsri,28-Apr-16,Chlorides
25.13,Boonsri,28-Apr-16,Sulphates
2.26,Boonsri,28-Apr-16,Biochemical Oxygen
10.98,Boonsri,28-Apr-16,Chemical Oxygen Demand (Cr)
2.5,Boonsri,28-Apr-16,Chemical Oxygen Demand (Mn)
3.714,Boonsri,28-Apr-16,Total organic carbon
0.149,Boonsri,28-Apr-16,Anionic active surfactants
0,Boonsri,28-Apr-16,Petroleum hydrocarbons
15.2,Boonsri,28-Apr-16,AOX
0,Boonsri,28-Apr-16,Atrazine
0,Boonsri,28-Apr-16,"p,p-DDT"
0,Boonsri,28-Apr-16,gamma-Hexachlorocyclohexane
15,Boonsri,28-Apr-16,Water temperature
8.5,Boonsri,28-Apr-16,Dissolved oxygen
87.09,Boonsri,28-Apr-16,Oxygen saturation
153.69,Boonsri,28-Apr-16,Total hardness
176.9,Boonsri,28-Apr-16,Bicarbonates
224,Boonsri,28-Apr-16,Total dissolved salts
0.063,Boonsri,28-Apr-16,Ammonium
0.017,Boonsri,28-Apr-16,Nitrites
0.78,Boonsri,28-Apr-16,Nitrates
1.156,Boonsri,28-Apr-16,Total nitrogen
0.028,Boonsri,28-Apr-16,Orthophosphate-phosphorus
0.169,Boonsri,28-Apr-16,Total phosphorus
0.056,Boonsri,28-Apr-16,Total dissolved phosphorus
12,Boonsri,28-Apr-16,Sodium
3,Boonsri,28-Apr-16,Potassium
44.22,Boonsri,28-Apr-16,Calcium
10.67,Boonsri,28-Apr-16,Magnesium
19.447,Boonsri,28-Apr-16,Chlorides
28.41,Boonsri,28-Apr-16,Sulphates
1.84,Boonsri,28-Apr-16,Biochemical Oxygen
10.36,Boonsri,28-Apr-16,Chemical Oxygen Demand (Cr)
1.96,Boonsri,28-Apr-16,Chemical Oxygen Demand (Mn)
3.525,Boonsri,28-Apr-16,Total organic carbon
0.165,Boonsri,28-Apr-16,Anionic active surfactants
0,Boonsri,28-Apr-16,Petroleum hydrocarbons
14.5,Boonsri,28-Apr-16,AOX
0,Boonsri,28-Apr-16,Atrazine
0,Boonsri,28-Apr-16,"p,p-DDT"
0,Boonsri,28-Apr-16,gamma-Hexachlorocyclohexane
15,Boonsri,28-Apr-16,Water temperature
8.8,Boonsri,28-Apr-16,Dissolved oxygen
90.16,Boonsri,28-Apr-16,Oxygen saturation
153.69,Boonsri,28-Apr-16,Total hardness
178.12,Boonsri,28-Apr-16,Bicarbonates
227,Boonsri,28-Apr-16,Total dissolved salts
0.053,Boonsri,28-Apr-16,Ammonium
0.018,Boonsri,28-Apr-16,Nitrites
0.73,Boonsri,28-Apr-16,Nitrates
1.14,Boonsri,28-Apr-16,Total nitrogen
0.029,Boonsri,28-Apr-16,Orthophosphate-phosphorus
0.19,Boonsri,28-Apr-16,Total phosphorus
0.075,Boonsri,28-Apr-16,Total dissolved phosphorus
13,Boonsri,28-Apr-16,Sodium
2,Boonsri,28-Apr-16,Potassium
44.22,Boonsri,28-Apr-16,Calcium
10.67,Boonsri,28-Apr-16,Magnesium
18.346,Boonsri,28-Apr-16,Chlorides
28.88,Boonsri,28-Apr-16,Sulphates
1.98,Boonsri,28-Apr-16,Biochemical Oxygen
11.37,Boonsri,28-Apr-16,Chemical Oxygen Demand (Cr)
2.11,Boonsri,28-Apr-16,Chemical Oxygen Demand (Mn)
3.602,Boonsri,28-Apr-16,Total organic carbon
0.179,Boonsri,28-Apr-16,Anionic active surfactants
0,Boonsri,28-Apr-16,Petroleum hydrocarbons
13.8,Boonsri,28-Apr-16,AOX
0,Boonsri,28-Apr-16,Atrazine
0,Boonsri,28-Apr-16,"p,p-DDT"
0,Boonsri,28-Apr-16,gamma-Hexachlorocyclohexane
14.4,Chai,28-Apr-16,Water temperature
14.4,Chai,29-Apr-16,Water temperature
16,Kohsoom,29-Apr-16,Water temperature
7.6,Kohsoom,29-Apr-16,Dissolved oxygen
79.5,Kohsoom,29-Apr-16,Oxygen saturation
202.794,Kohsoom,29-Apr-16,Total hardness
179.706,Kohsoom,29-Apr-16,Bicarbonates
274,Kohsoom,29-Apr-16,Total dissolved salts
0.7589,Kohsoom,29-Apr-16,Ammonium
0.0748,Kohsoom,29-Apr-16,Nitrites
1.1025,Kohsoom,29-Apr-16,Nitrates
2.062,Kohsoom,29-Apr-16,Total nitrogen
0.151,Kohsoom,29-Apr-16,Orthophosphate-phosphorus
0.2068,Kohsoom,29-Apr-16,Total phosphorus
0.1741,Kohsoom,29-Apr-16,Total dissolved phosphorus
24.1,Kohsoom,29-Apr-16,Sodium
2.4,Kohsoom,29-Apr-16,Potassium
55.68,Kohsoom,29-Apr-16,Calcium
11.13,Kohsoom,29-Apr-16,Magnesium
30.434,Kohsoom,29-Apr-16,Chlorides
43.368,Kohsoom,29-Apr-16,Sulphates
3.4,Kohsoom,29-Apr-16,Biochemical Oxygen
49.39,Kohsoom,29-Apr-16,Chemical Oxygen Demand (Cr)
4.93,Kohsoom,29-Apr-16,Chemical Oxygen Demand (Mn)
5.007,Kohsoom,29-Apr-16,Total organic carbon
0.467,Kohsoom,29-Apr-16,Anionic active surfactants
0,Kohsoom,29-Apr-16,Petroleum hydrocarbons
26.4,Kohsoom,29-Apr-16,AOX
0,Kohsoom,29-Apr-16,Atrazine
0,Kohsoom,29-Apr-16,"p,p-DDT"
0,Kohsoom,29-Apr-16,gamma-Hexachlorocyclohexane
14.4,Chai,30-Apr-16,Water temperature
14.4,Chai,1-May-16,Water temperature
15,Chai,2-May-16,Water temperature
15,Chai,3-May-16,Water temperature
15,Chai,4-May-16,Water temperature
15,Chai,5-May-16,Water temperature
15.6,Chai,6-May-16,Water temperature
16.5,Boonsri,7-May-16,Water temperature
0,Boonsri,7-May-16,Ammonium
0.018,Boonsri,7-May-16,Nitrites
0.67,Boonsri,7-May-16,Nitrates
0.876,Boonsri,7-May-16,Total nitrogen
0.031,Boonsri,7-May-16,Orthophosphate-phosphorus
0.049,Boonsri,7-May-16,Total phosphorus
0.039,Boonsri,7-May-16,Total dissolved phosphorus
2.84,Boonsri,7-May-16,Biochemical Oxygen
15.6,Chai,7-May-16,Water temperature
15.6,Chai,8-May-16,Water temperature
15.6,Chai,9-May-16,Water temperature
1.538,Chai,9-May-16,AGOC-3A
4.167,Chai,9-May-16,Methylosmoline
0.023,Chai,9-May-16,Chlorodinine
0.07,Chai,9-May-16,AGOC-3A
1.338,Chai,9-May-16,Methylosmoline
0,Chai,9-May-16,Chlorodinine
0.015,Chai,9-May-16,AGOC-3A
1.252,Chai,9-May-16,Methylosmoline
0.06,Chai,9-May-16,Chlorodinine
16,Chai,10-May-16,Water temperature
16,Chai,11-May-16,Water temperature
16.9,Chai,12-May-16,Water temperature
8.81,Chai,12-May-16,Dissolved oxygen
166.608,Chai,12-May-16,Total hardness
265,Chai,12-May-16,Total dissolved salts
0.095,Chai,12-May-16,Ammonium
0.025,Chai,12-May-16,Nitrites
1,Chai,12-May-16,Nitrates
1.83,Chai,12-May-16,Total nitrogen
0.056,Chai,12-May-16,Orthophosphate-phosphorus
0.068,Chai,12-May-16,Total phosphorus
0.059,Chai,12-May-16,Total dissolved phosphorus
48,Chai,12-May-16,Calcium
11.4,Chai,12-May-16,Magnesium
24.76,Chai,12-May-16,Chlorides
1.973,Chai,12-May-16,Lead
0,Chai,12-May-16,Cadmium
0,Chai,12-May-16,Mercury
3.84,Chai,12-May-16,Nickel
1.08,Chai,12-May-16,Biochemical Oxygen
25.39,Chai,12-May-16,Chemical Oxygen Demand (Cr)
4.74,Chai,12-May-16,Chemical Oxygen Demand (Mn)
0,Chai,12-May-16,Atrazine
0,Chai,12-May-16,"p,p-DDT"
0,Chai,12-May-16,gamma-Hexachlorocyclohexane
16.8,Chai,12-May-16,Water temperature
9.06,Chai,12-May-16,Dissolved oxygen
162.692,Chai,12-May-16,Total hardness
260,Chai,12-May-16,Total dissolved salts
0.075,Chai,12-May-16,Ammonium
0.021,Chai,12-May-16,Nitrites
1.12,Chai,12-May-16,Nitrates
1.83,Chai,12-May-16,Total nitrogen
0.047,Chai,12-May-16,Orthophosphate-phosphorus
0.055,Chai,12-May-16,Total phosphorus
0.051,Chai,12-May-16,Total dissolved phosphorus
48,Chai,12-May-16,Calcium
10.4,Chai,12-May-16,Magnesium
19.94,Chai,12-May-16,Chlorides
1.973,Chai,12-May-16,Lead
0.1819,Chai,12-May-16,Cadmium
0,Chai,12-May-16,Mercury
2.315,Chai,12-May-16,Nickel
0.95,Chai,12-May-16,Biochemical Oxygen
23.44,Chai,12-May-16,Chemical Oxygen Demand (Cr)
3.55,Chai,12-May-16,Chemical Oxygen Demand (Mn)
0,Chai,12-May-16,Atrazine
0,Chai,12-May-16,"p,p-DDT"
0,Chai,12-May-16,gamma-Hexachlorocyclohexane
16.8,Chai,12-May-16,Water temperature
8.93,Chai,12-May-16,Dissolved oxygen
157.708,Chai,12-May-16,Total hardness
263,Chai,12-May-16,Total dissolved salts
0.051,Chai,12-May-16,Ammonium
0.0186,Chai,12-May-16,Nitrites
1.2,Chai,12-May-16,Nitrates
1.84,Chai,12-May-16,Total nitrogen
0.047,Chai,12-May-16,Orthophosphate-phosphorus
0.055,Chai,12-May-16,Total phosphorus
0.047,Chai,12-May-16,Total dissolved phosphorus
48,Chai,12-May-16,Calcium
9.2,Chai,12-May-16,Magnesium
16.16,Chai,12-May-16,Chlorides
1.973,Chai,12-May-16,Lead
0.2085,Chai,12-May-16,Cadmium
0,Chai,12-May-16,Mercury
2.392,Chai,12-May-16,Nickel
1.09,Chai,12-May-16,Biochemical Oxygen
25.39,Chai,12-May-16,Chemical Oxygen Demand (Cr)
4.44,Chai,12-May-16,Chemical Oxygen Demand (Mn)
0,Chai,12-May-16,Atrazine
0,Chai,12-May-16,"p,p-DDT"
0,Chai,12-May-16,gamma-Hexachlorocyclohexane
0.051,Decha,13-May-16,Ammonium
0,Decha,13-May-16,Nitrites
0.454,Decha,13-May-16,Nitrates
0.731,Decha,13-May-16,Total nitrogen
0.036,Decha,13-May-16,Orthophosphate-phosphorus
0.113,Decha,13-May-16,Total phosphorus
18,Achara,13-May-16,Water temperature
8.7,Achara,13-May-16,Dissolved oxygen
92,Achara,13-May-16,Oxygen saturation
94.6,Achara,13-May-16,Total hardness
154,Achara,13-May-16,Total dissolved salts
0.16,Achara,13-May-16,Ammonium
0.038,Achara,13-May-16,Nitrites
1.11,Achara,13-May-16,Nitrates
1.67,Achara,13-May-16,Total nitrogen
0.03,Achara,13-May-16,Orthophosphate-phosphorus
0.071,Achara,13-May-16,Total phosphorus
1.9,Achara,13-May-16,Dissolved silicates
27,Achara,13-May-16,Calcium
6.6,Achara,13-May-16,Magnesium
9.2,Achara,13-May-16,Chlorides
0,Achara,13-May-16,Mercury
1.8,Achara,13-May-16,Biochemical Oxygen
12,Achara,13-May-16,Chemical Oxygen Demand (Cr)
3.6,Achara,13-May-16,Chemical Oxygen Demand (Mn)
0,Achara,13-May-16,Petroleum hydrocarbons
0,Achara,13-May-16,Atrazine
0,Achara,13-May-16,"p,p-DDT"
0,Achara,13-May-16,gamma-Hexachlorocyclohexane
2.37,Achara,13-May-16,Macrozoobenthos
16,Chai,13-May-16,Water temperature
16.1,Kannika,13-May-16,Water temperature
8.73,Kannika,13-May-16,Dissolved oxygen
88.45,Kannika,13-May-16,Oxygen saturation
185.83,Kannika,13-May-16,Total hardness
167.75,Kannika,13-May-16,Bicarbonates
283.2,Kannika,13-May-16,Total dissolved salts
0.092,Kannika,13-May-16,Ammonium
0.024,Kannika,13-May-16,Nitrites
1.044,Kannika,13-May-16,Nitrates
1.39,Kannika,13-May-16,Total nitrogen
0.026,Kannika,13-May-16,Orthophosphate-phosphorus
0.143,Kannika,13-May-16,Total phosphorus
0.084,Kannika,13-May-16,Total dissolved phosphorus
52.38,Kannika,13-May-16,Calcium
13.48,Kannika,13-May-16,Magnesium
25.99,Kannika,13-May-16,Chlorides
47.89,Kannika,13-May-16,Sulphates
0,Kannika,13-May-16,Zinc
11.36,Kannika,13-May-16,Copper
1.17,Kannika,13-May-16,Chromium
2.79,Kannika,13-May-16,Lead
0,Kannika,13-May-16,Cadmium
0,Kannika,13-May-16,Mercury
2.99,Kannika,13-May-16,Nickel
2.2,Kannika,13-May-16,Arsenic
1.79,Kannika,13-May-16,Biochemical Oxygen
17.03,Kannika,13-May-16,Chemical Oxygen Demand (Cr)
3.84,Kannika,13-May-16,Chemical Oxygen Demand (Mn)
